record_id,timestamp,department,data_system,cost_category,planned_costs,actual_costs,cost_optimization_strategy,satisfaction_level,employee_count,cost_deviation,cost_per_employee
9944,2023-05-25 08:37:54,HR,CRM,Обучение сотрудников,41894,45338,Автоматизация рутинных задач,Недоволен,74,3444,612.68
9945,2024-12-14 01:23:28,Логистика,CRM,Обучение сотрудников,17876,15284,Повышение квалификации сотрудников,Недоволен,153,-2592,99.9
9946,2023-12-21 12:45:32,HR,BI-платформа,Лицензии на ПО,5582,5120,Пересмотр лицензионных соглашений,Очень доволен,374,-462,13.69
9947,2023-05-22 10:07:14,HR,Система управленческого учета,Лицензии на ПО,46874,51327,Пересмотр лицензионных соглашений,Очень доволен,342,4453,150.08
9948,2023-09-01 11:15:17,ИТ,Data Lake,Обучение сотрудников,23150,23213,Автоматизация рутинных задач,Доволен,446,63,52.05
9949,2024-02-24 00:26:53,Исследования и разработка,BI-платформа,Консалтинг,60394,55135,Переход на ПО с открытым исходным кодом,Очень недоволен,168,-5259,328.18
9950,2024-01-14 19:13:40,Производство,CRM,Заработная плата персонала,79573,70843,Оптимизация облачных ресурсов,Очень недоволен,247,-8730,286.81
9951,2023-11-30 06:33:11,Исследования и разработка,BI-платформа,Обслуживание оборудования,12806,15534,Переход на ПО с открытым исходным кодом,Очень недоволен,497,2728,31.26
9952,2024-12-11 04:44:05,Финансы,Система управленческого учета,Обучение сотрудников,17363,15657,Оптимизация облачных ресурсов,Нейтрально,129,-1706,121.37
9953,2023-12-25 04:30:16,Производство,ERP,Обслуживание оборудования,90587,97689,Пересмотр лицензионных соглашений,Очень доволен,53,7102,1843.19
9954,2024-03-08 18:40:30,Исследования и разработка,ETL-инструменты,Заработная плата персонала,61053,52278,Пересмотр лицензионных соглашений,Очень недоволен,462,-8775,113.16
9955,2024-11-10 15:10:15,Маркетинг,ERP,Облачные сервисы,74510,85212,Повышение квалификации сотрудников,Недоволен,144,10702,591.75
9956,2023-08-21 17:06:45,Исследования и разработка,BI-платформа,Заработная плата персонала,37168,32843,Повышение квалификации сотрудников,Недоволен,33,-4325,995.24
9957,2023-05-06 23:21:58,Исследования и разработка,CRM,Обучение сотрудников,96130,112460,Пересмотр лицензионных соглашений,Недоволен,476,16330,236.26
9958,2024-03-09 18:45:44,HR,CRM,Лицензии на ПО,87424,103490,Автоматизация рутинных задач,Нейтрально,480,16066,215.6
9959,2023-07-15 11:39:04,HR,Data Lake,Обучение сотрудников,22011,26436,Автоматизация рутинных задач,Очень доволен,80,4425,330.45
9960,2023-03-23 09:47:46,Продажи,ETL-инструменты,Лицензии на ПО,67470,59209,Автоматизация рутинных задач,Очень доволен,484,-8261,122.33
9961,2023-01-13 18:43:00,Маркетинг,Хранилище данных,Консалтинг,20834,21289,Переход на ПО с открытым исходным кодом,Нейтрально,384,455,55.44
9962,2023-05-23 03:49:59,ИТ,CRM,Консалтинг,68575,64546,Пересмотр лицензионных соглашений,Нейтрально,371,-4029,173.98
9963,2024-12-24 04:03:52,Маркетинг,BI-платформа,Облачные сервисы,22626,20598,Повышение квалификации сотрудников,Нейтрально,206,-2028,99.99
9964,2024-03-23 16:52:51,Производство,Data Lake,Облачные сервисы,67585,75345,Централизация закупок ПО,Очень недоволен,161,7760,467.98
9965,2023-05-05 07:16:37,Продажи,CRM,Лицензии на ПО,88540,98674,Оптимизация облачных ресурсов,Недоволен,34,10134,2902.18
9966,2023-03-07 17:56:33,ИТ,ETL-инструменты,Консалтинг,48992,50333,Пересмотр лицензионных соглашений,Доволен,176,1341,285.98
9967,2024-06-24 05:01:43,Маркетинг,CRM,Облачные сервисы,35415,43443,Централизация закупок ПО,Очень недоволен,275,8028,157.97
